,ape,ape_name,ape_len,ape_cat0,ape_cat1,ape_cat2,ape_cat3,Libellé,Code
274,4643,Commerce de gros d'appareils électroménagers,4,46,4.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
275,82,Activ. administratives & autres activ. soutien aux entreprises,2,82,,,,Activités de services administratifs et de soutien,N
276,3700Z,Collecte et traitement des eaux usées,5,37,0.0,0.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
277,8422,Défense,4,84,2.0,2.0,,Administration publique,O
278,1051A,Fabrication de lait liquide et de produits frais,5,10,5.0,1.0,A,Industrie manufacturière,C
279,4322A,Travaux d'installation d'eau et de gaz en tous locaux,5,43,2.0,2.0,A,Construction,F
280,4772B,Commerce de détail de maroquinerie et d'articles de voyage,5,47,7.0,2.0,B,Commerce ; réparation d'automobiles et de motocycles,G
281,2920,Fabrication de carrosseries et remorques,4,29,2.0,0.0,,Industrie manufacturière,C
282,3220,Fabrication d'instruments de musique,4,32,2.0,0.0,,Industrie manufacturière,C
283,4791B,Vente à distance sur catalogue spécialisé,5,47,9.0,1.0,B,Commerce ; réparation d'automobiles et de motocycles,G
284,841,"Administration générale, économique et sociale",3,84,1.0,,,Administration publique,O
285,8010Z,Activités de sécurité privée,5,80,1.0,0.0,Z,Activités de services administratifs et de soutien,N
286,4711F,Hypermarchés,5,47,1.0,1.0,F,Commerce ; réparation d'automobiles et de motocycles,G
287,6130Z,Télécommunications par satellite,5,61,3.0,0.0,Z,Information et communication,J
288,142,Élevage d'autres bovins et de buffles,3,14,2.0,,,Industrie manufacturière,C
289,9700Z,Activités des ménages  : employeurs de personnel domestique,5,97,0.0,0.0,Z,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,T
290,9524,Réparation de meubles et d'équipements du foyer,4,95,2.0,4.0,,Autres activités de services,S
291,262,Fabrication d'ordinateurs et d'équipements périphériques,3,26,2.0,,,Industrie manufacturière,C
292,4791A,Vente à distance sur catalogue général,5,47,9.0,1.0,A,Commerce ; réparation d'automobiles et de motocycles,G
293,1102,Production de vin (de raisin),4,11,0.0,2.0,,Industrie manufacturière,C
294,2895Z,Fabrication de machines pour les industries du papier et carton,5,28,9.0,5.0,Z,Industrie manufacturière,C
295,4531,Commerce de gros d'équipements automobiles,4,45,3.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
296,6611,Administration de marchés financiers,4,66,1.0,1.0,,Activités financières et d'assurance,K
297,610,Extraction de pétrole brut,3,61,0.0,,,Information et communication,J
298,7732Z,Location et location-bail machines & équipts pour la construction,5,77,3.0,2.0,Z,Activités de services administratifs et de soutien,N
299,9602,Coiffure et soins de beauté,4,96,0.0,2.0,,Autres activités de services,S
300,1622Z,Fabrication de parquets assemblés,5,16,2.0,2.0,Z,Industrie manufacturière,C
301,0721Z,Extraction de minerais d'uranium et de thorium,5,7,2.0,1.0,Z,Industries extractives,B
302,6612Z,Courtage de valeurs mobilières et de marchandises,5,66,1.0,2.0,Z,Activités financières et d'assurance,K
303,4619,Intermédiaires du commerce en produits divers,4,46,1.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
304,4639A,Commerce de gros (commerce interentreprises) de produits surgelés,5,46,3.0,9.0,A,Commerce ; réparation d'automobiles et de motocycles,G
305,4635,Commerce de gros de produits à base de tabac,4,46,3.0,5.0,,Commerce ; réparation d'automobiles et de motocycles,G
306,5814Z,Édition de revues et périodiques,5,58,1.0,4.0,Z,Information et communication,J
307,8710C,Héberg. médicalisé adultes handicapés & autre héberg. médicalisé,5,87,1.0,0.0,C,Santé humaine et action sociale,Q
308,8510Z,Enseignement pré-primaire,5,85,1.0,0.0,Z,Enseignement,P
309,2110,Fabrication de produits pharmaceutiques de base,4,21,1.0,0.0,,Industrie manufacturière,C
310,4776,"Comm. dét. fleurs, plantes, etc, animaux de cie et leurs aliments",4,47,7.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
311,2893,Fabrication de machines pour l'industrie agro-alimentaire,4,28,9.0,3.0,,Industrie manufacturière,C
312,2445,Métallurgie des autres métaux non ferreux,4,24,4.0,5.0,,Industrie manufacturière,C
313,553,Terrains camping & parcs pour caravanes ou véhicules de loisirs,3,55,3.0,,,Hébergement et restauration,I
314,7022Z,Conseil pour les affaires et autres conseils de gestion,5,70,2.0,2.0,Z,"Activités spécialisées, scientifiques et techniques",M
315,161,Sciage et rabotage du bois,3,16,1.0,,,Industrie manufacturière,C
316,4773Z,Commerce de détail produits pharmaceutiques (magasin spécialisé),5,47,7.0,3.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
317,2823,Fab. machines équipts bureau (sf ordinateurs & équipts périph.),4,28,2.0,3.0,,Industrie manufacturière,C
318,2815Z,Fabrication d'engrenages et d'organes mécaniques de transmission,5,28,1.0,5.0,Z,Industrie manufacturière,C
319,284,Fabrication machines de formage des métaux & machines-outils,3,28,4.0,,,Industrie manufacturière,C
320,3211Z,Frappe de monnaie,5,32,1.0,1.0,Z,Industrie manufacturière,C
321,2331Z,Fabrication de carreaux en céramique,5,23,3.0,1.0,Z,Industrie manufacturière,C
322,170,"Chasse, piégeage et services annexes",3,17,0.0,,,Industrie manufacturière,C
323,265,"Fab. instrum. & appar. de mesure, essai & navigation; horlogerie",3,26,5.0,,,Industrie manufacturière,C
324,6311,"Traitement de données, hébergement et activités connexes",4,63,1.0,1.0,,Information et communication,J
325,1320,Tissage,4,13,2.0,0.0,,Industrie manufacturière,C
326,4774,Comm. détail d'articles médicaux & orthopédiques en magasin spéc.,4,47,7.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
327,7721,Location et location-bail d'articles de loisirs et de sport,4,77,2.0,1.0,,Activités de services administratifs et de soutien,N
328,9492,Activités des organisations politiques,4,94,9.0,2.0,,Autres activités de services,S
329,6430Z,Fonds de placement et entités financières similaires,5,64,3.0,0.0,Z,Activités financières et d'assurance,K
330,3230,Fabrication d'articles de sport,4,32,3.0,0.0,,Industrie manufacturière,C
331,4775,Comm. détail de parfumerie & produits de beauté en magasin spéc.,4,47,7.0,5.0,,Commerce ; réparation d'automobiles et de motocycles,G
332,3011,Construction de navires et de structures flottantes,4,30,1.0,1.0,,Industrie manufacturière,C
333,126,Culture de fruits oléagineux,3,12,6.0,,,Industrie manufacturière,C
334,206,Fabrication de fibres artificielles ou synthétiques,3,20,6.0,,,Industrie manufacturière,C
335,1039B,Transformation et conservation de fruits,5,10,3.0,9.0,B,Industrie manufacturière,C
336,466,Commerce de gros d'autres équipements industriels,3,46,6.0,,,Commerce ; réparation d'automobiles et de motocycles,G
337,732,Études de marché et sondages,3,73,2.0,,,"Activités spécialisées, scientifiques et techniques",M
338,722,Recherche-développement en sciences humaines et sociales,3,72,2.0,,,"Activités spécialisées, scientifiques et techniques",M
339,8690A,Ambulances,5,86,9.0,0.0,A,Santé humaine et action sociale,Q
340,1394,"Fabrication de ficelles, cordes et filets",4,13,9.0,4.0,,Industrie manufacturière,C
341,4321B,Travaux d'installation électrique sur la voie publique,5,43,2.0,1.0,B,Construction,F
342,4661,Commerce de gros de matériel agricole,4,46,6.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
343,62,"Programmation, conseil et autres activités informatiques",2,62,,,,Information et communication,J
344,493,Autres transports terrestres de voyageurs,3,49,3.0,,,Transports et entreposage,H
345,6411Z,Activités de banque centrale,5,64,1.0,1.0,Z,Activités financières et d'assurance,K
346,1039,Autre transformation et conservation de fruits et légumes,4,10,3.0,9.0,,Industrie manufacturière,C
347,1419,Fabrication d'autres vêtements et accessoires,4,14,1.0,9.0,,Industrie manufacturière,C
348,3220Z,Fabrication d'instruments de musique,5,32,2.0,0.0,Z,Industrie manufacturière,C
349,2550B,"Découpage, emboutissage",5,25,5.0,0.0,B,Industrie manufacturière,C
350,4662,Commerce de gros de machines-outils,4,46,6.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
351,7912Z,Activités des voyagistes,5,79,1.0,2.0,Z,Activités de services administratifs et de soutien,N
352,2829A,"Fabrication équipts emballage, conditionnement & pesage",5,28,2.0,9.0,A,Industrie manufacturière,C
353,4334,Travaux de peinture et vitrerie,4,43,3.0,4.0,,Construction,F
354,3092Z,Fabrication de bicyclettes et de véhicules pour invalides,5,30,9.0,2.0,Z,Industrie manufacturière,C
355,4614,"Interm. comm. machines, équipts industriels, navires et avions",4,46,1.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
356,412,Construction de bâtiments résidentiels et non résidentiels,3,41,2.0,,,Construction,F
357,4711B,Commerce d'alimentation générale,5,47,1.0,1.0,B,Commerce ; réparation d'automobiles et de motocycles,G
358,390,Dépollution et autres services de gestion des déchets,3,39,0.0,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
359,3101Z,Fabrication de meubles de bureau et de magasin,5,31,0.0,1.0,Z,Industrie manufacturière,C
360,2931,Fabrication équipements électriques et électroniques automobiles,4,29,3.0,1.0,,Industrie manufacturière,C
361,7734Z,Location et location-bail de matériels de transport par eau,5,77,3.0,4.0,Z,Activités de services administratifs et de soutien,N
362,7010Z,Activités des sièges sociaux,5,70,1.0,0.0,Z,"Activités spécialisées, scientifiques et techniques",M
363,1396,Fabrication d'autres textiles techniques et industriels,4,13,9.0,6.0,,Industrie manufacturière,C
364,7430Z,Traduction et interprétation,5,74,3.0,0.0,Z,"Activités spécialisées, scientifiques et techniques",M
365,1920,Raffinage du pétrole,4,19,2.0,0.0,,Industrie manufacturière,C
366,2053Z,Fabrication d'huiles essentielles,5,20,5.0,3.0,Z,Industrie manufacturière,C
367,4781Z,Commerce de détail alimentaire sur éventaires et marchés,5,47,8.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
368,1031,Transformation et conservation de pommes de terre,4,10,3.0,1.0,,Industrie manufacturière,C
369,4752A,"Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2)",5,47,5.0,2.0,A,Commerce ; réparation d'automobiles et de motocycles,G
370,4726,Comm. détail de produits à base de tabac en magasin spécialisé,4,47,2.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
371,4743,Commerce de détail de matériels audio/vidéo en magasin spécialisé,4,47,4.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
372,9523Z,Réparation de chaussures et d'articles en cuir,5,95,2.0,3.0,Z,Autres activités de services,S
373,46,"Commerce de gros, à l’exception des automobiles et des motocycles",2,46,,,,Commerce ; réparation d'automobiles et de motocycles,G
374,3312,Réparation de machines et équipements mécaniques,4,33,1.0,2.0,,Industrie manufacturière,C
375,2529,"Fabrication d'autres réservoirs, citernes, conteneurs métalliques",4,25,2.0,9.0,,Industrie manufacturière,C
376,0610Z,Extraction de pétrole brut,5,6,1.0,0.0,Z,Industries extractives,B
377,1020,"Transform. & conserv. poisson, crustacés & mollusques",4,10,2.0,0.0,,Industrie manufacturière,C
378,2892Z,Fabrication de machines pour l'extraction ou la construction,5,28,9.0,2.0,Z,Industrie manufacturière,C
379,4632C,Commerce de gros de volailles et gibier,5,46,3.0,2.0,C,Commerce ; réparation d'automobiles et de motocycles,G
380,7722,Location de vidéocassettes et disques vidéo,4,77,2.0,2.0,,Activités de services administratifs et de soutien,N
381,7111,Activités d'architecture,4,71,1.0,1.0,,"Activités spécialisées, scientifiques et techniques",M
382,2740,Fabrication d'appareils d'éclairage électrique,4,27,4.0,0.0,,Industrie manufacturière,C
383,3030Z,Construction aéronautique et spatiale,5,30,3.0,0.0,Z,Industrie manufacturière,C
384,14,Production animale,2,14,,,,Industrie manufacturière,C
385,2351Z,Fabrication de ciment,5,23,5.0,1.0,Z,Industrie manufacturière,C
386,5912,Post-production films cinématograph. vidéo & prog. de télévision,4,59,1.0,2.0,,Information et communication,J
387,122,Culture de fruits tropicaux et subtropicaux,3,12,2.0,,,Industrie manufacturière,C
388,2561,Traitement et revêtement des métaux,4,25,6.0,1.0,,Industrie manufacturière,C
389,61,Extraction de pétrole brut,2,61,,,,Information et communication,J
390,1393,Fabrication de tapis et moquettes,4,13,9.0,3.0,,Industrie manufacturière,C
391,0322Z,Aquaculture en eau douce,5,3,2.0,2.0,Z,"Agriculture, sylviculture et pêche",A
392,2060Z,Fabrication de fibres artificielles ou synthétiques,5,20,6.0,0.0,Z,Industrie manufacturière,C
393,4920Z,Transports ferroviaires de fret,5,49,2.0,0.0,Z,Transports et entreposage,H
394,6630,Gestion de fonds,4,66,3.0,0.0,,Activités financières et d'assurance,K
395,1391Z,Fabrication d'étoffes à mailles,5,13,9.0,1.0,Z,Industrie manufacturière,C
396,2740Z,Fabrication d'appareils d'éclairage électrique,5,27,4.0,0.0,Z,Industrie manufacturière,C
397,7711A,Location de courte durée voitures & véhicules auto. légers,5,77,1.0,1.0,A,Activités de services administratifs et de soutien,N
398,7722Z,Location de vidéocassettes et disques vidéo,5,77,2.0,2.0,Z,Activités de services administratifs et de soutien,N
399,9103Z,Gestion sites monuments historiques & attractions tourist. simil.,5,91,0.0,3.0,Z,"Arts, spectacles et activités récréatives",R
400,453,Commerce d'équipements automobiles,3,45,3.0,,,Commerce ; réparation d'automobiles et de motocycles,G
401,9004Z,Gestion de salles de spectacles,5,90,0.0,4.0,Z,"Arts, spectacles et activités récréatives",R
402,9603Z,Services funéraires,5,96,0.0,3.0,Z,Autres activités de services,S
403,4643Z,Commerce de gros d'appareils électroménagers,5,46,4.0,3.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
404,4339Z,Autres travaux de finition,5,43,3.0,9.0,Z,Construction,F
405,741,Activités spécialisées de design,3,74,1.0,,,"Activités spécialisées, scientifiques et techniques",M
406,0129Z,Autres cultures permanentes,5,1,2.0,9.0,Z,"Agriculture, sylviculture et pêche",A
407,9820,Activ. indifférenciées ménages  : produc. services (usage propre),4,98,2.0,0.0,,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,T
408,4332B,Travaux de menuiserie métallique et serrurerie,5,43,3.0,2.0,B,Construction,F
409,4671Z,Commerce de gros de combustibles et de produits annexes,5,46,7.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
410,234,Fabrication d'autres produits en céramique et en porcelaine,3,23,4.0,,,Industrie manufacturière,C
411,72,Recherche-développement scientifique,2,72,,,,"Activités spécialisées, scientifiques et techniques",M
412,6920,Activités comptables,4,69,2.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
413,802,Activités liées aux systèmes de sécurité,3,80,2.0,,,Activités de services administratifs et de soutien,N
414,1724,Fabrication de papiers peints,4,17,2.0,4.0,,Industrie manufacturière,C
415,4391,Travaux de couverture,4,43,9.0,1.0,,Construction,F
416,4754,Commerce de détail appareils électroménagers (magasin spécialisé),4,47,5.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
417,06,Extraction d'hydrocarbures,2,6,,,,Industries extractives,B
418,133,Ennoblissement textile,3,13,3.0,,,Industrie manufacturière,C
419,451,Commerce de véhicules automobiles,3,45,1.0,,,Commerce ; réparation d'automobiles et de motocycles,G
420,99,Activités de soutien aux autres industries extractives,2,99,,,,Activités extra-territoriales,U
421,1413,Fabrication de vêtements de dessus,4,14,1.0,3.0,,Industrie manufacturière,C
422,7211,Recherche-développement en biotechnologie,4,72,1.0,1.0,,"Activités spécialisées, scientifiques et techniques",M
423,4910Z,Transport ferroviaire interurbain de voyageurs,5,49,1.0,0.0,Z,Transports et entreposage,H
424,2341Z,"Fabrication d'articles céramiques à usage domestique, ornemental",5,23,4.0,1.0,Z,Industrie manufacturière,C
425,2441Z,Production de métaux précieux,5,24,4.0,1.0,Z,Industrie manufacturière,C
426,2530Z,Fabric. générateurs vapeur sf chaudières pour chauffage central,5,25,3.0,0.0,Z,Industrie manufacturière,C
427,8424,Activités d’ordre public et de sécurité,4,84,2.0,4.0,,Administration publique,O
428,8730A,Hébergement social pour personnes âgées,5,87,3.0,0.0,A,Santé humaine et action sociale,Q
429,0116Z,Culture de plantes à fibres,5,1,1.0,6.0,Z,"Agriculture, sylviculture et pêche",A
430,2452,Fonderie d'acier,4,24,5.0,2.0,,Industrie manufacturière,C
431,5210B,Entreposage et stockage non frigorifique,5,52,1.0,0.0,B,Transports et entreposage,H
432,781,Activités des agences de placement de main-d'oeuvre,3,78,1.0,,,Activités de services administratifs et de soutien,N
433,4519Z,Commerce d'autres véhicules automobiles,5,45,1.0,9.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
434,312,Pêche en eau douce,3,31,2.0,,,Industrie manufacturière,C
435,1622,Fabrication de parquets assemblés,4,16,2.0,2.0,,Industrie manufacturière,C
436,6399,Autres services d'information n.c.a.,4,63,9.0,9.0,,Information et communication,J
437,0122Z,Culture de fruits tropicaux et subtropicaux,5,1,2.0,2.0,Z,"Agriculture, sylviculture et pêche",A
438,3299,Autres activités manufacturières n.c.a.,4,32,9.0,9.0,,Industrie manufacturière,C
439,2849,Fabrication d'autres machines-outils,4,28,4.0,9.0,,Industrie manufacturière,C
440,532,Autres activités de poste et de courrier,3,53,2.0,,,Transports et entreposage,H
441,7010,Activités des sièges sociaux,4,70,1.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
442,1399Z,Fabrication d'autres textiles n.c.a.,5,13,9.0,9.0,Z,Industrie manufacturière,C
443,2895,Fabrication de machines pour les industries du papier et carton,4,28,9.0,5.0,,Industrie manufacturière,C
444,2813Z,Fabrication d'autres pompes et compresseurs,5,28,1.0,3.0,Z,Industrie manufacturière,C
445,323,Fabrication d'articles de sport,3,32,3.0,,,Industrie manufacturière,C
446,5629A,Restauration collective sous contrat,5,56,2.0,9.0,A,Hébergement et restauration,I
447,9491,Activités des organisations religieuses,4,94,9.0,1.0,,Autres activités de services,S
448,322,Fabrication d'instruments de musique,3,32,2.0,,,Industrie manufacturière,C
449,31,Pêche,2,31,,,,Industrie manufacturière,C
450,1106,Fabrication de malt,4,11,0.0,6.0,,Industrie manufacturière,C
451,7733,Location et location-bail machines bureau & matériel informatique,4,77,3.0,3.0,,Activités de services administratifs et de soutien,N
452,7810Z,Activités des agences de placement de main-d'oeuvre,5,78,1.0,0.0,Z,Activités de services administratifs et de soutien,N
453,8532,Enseignement secondaire technique ou professionnel,4,85,3.0,2.0,,Enseignement,P
454,4676,Commerce de gros d'autres produits intermédiaires,4,46,7.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
455,4634,Commerce de gros de boissons,4,46,3.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
456,3092,Fabrication de bicyclettes et de véhicules pour invalides,4,30,9.0,2.0,,Industrie manufacturière,C
457,4641,Commerce de gros de textiles,4,46,4.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
458,0311Z,Pêche en mer,5,3,1.0,1.0,Z,"Agriculture, sylviculture et pêche",A
459,4674B,Commerce de gros de fournitures pour la plomberie et le chauffage,5,46,7.0,4.0,B,Commerce ; réparation d'automobiles et de motocycles,G
460,4920,Transports ferroviaires de fret,4,49,2.0,0.0,,Transports et entreposage,H
461,9200,Organisation de jeux de hasard et d'argent,4,92,0.0,0.0,,"Arts, spectacles et activités récréatives",R
462,2229B,Fabrication produits de consommation courante en plastique,5,22,2.0,9.0,B,Industrie manufacturière,C
463,1089,Fabrication d'autres produits alimentaires n.c.a.,4,10,8.0,9.0,,Industrie manufacturière,C
464,221,Fabrication de produits en caoutchouc,3,22,1.0,,,Industrie manufacturière,C
465,6492,Autre distribution de crédit,4,64,9.0,2.0,,Activités financières et d'assurance,K
466,112,Culture du riz,3,11,2.0,,,Industrie manufacturière,C
467,103,Transformation et conservation de fruits et légumes,3,10,3.0,,,Industrie manufacturière,C
468,1414,Fabrication de vêtements de dessous,4,14,1.0,4.0,,Industrie manufacturière,C
469,2344Z,Fabrication d'autres produits céramiques à usage technique,5,23,4.0,4.0,Z,Industrie manufacturière,C
470,5813,Édition de journaux,4,58,1.0,3.0,,Information et communication,J
471,8520,Enseignement primaire,4,85,2.0,0.0,,Enseignement,P
472,8623,Pratique dentaire,4,86,2.0,3.0,,Santé humaine et action sociale,Q
473,2599A,Fabrication d'articles métalliques ménagers,5,25,9.0,9.0,A,Industrie manufacturière,C
474,9511Z,Réparation d'ordinateurs et d'équipements périphériques,5,95,1.0,1.0,Z,Autres activités de services,S
475,1200Z,Fabrication de produits à base de tabac,5,12,0.0,0.0,Z,Industrie manufacturière,C
476,0145Z,Élevage d'ovins et de caprins,5,1,4.0,5.0,Z,"Agriculture, sylviculture et pêche",A
477,5911B,Production de films institutionnels et publicitaires,5,59,1.0,1.0,B,Information et communication,J
478,2222,Fabrication d'emballages en matières plastiques,4,22,2.0,2.0,,Industrie manufacturière,C
479,2410,Sidérurgie,4,24,1.0,0.0,,Industrie manufacturière,C
480,5122,Transports spatiaux,4,51,2.0,2.0,,Transports et entreposage,H
481,0891Z,Extraction des minéraux chimiques et d'engrais minéraux,5,8,9.0,1.0,Z,Industries extractives,B
482,6621,Évaluation des risques et dommages,4,66,2.0,1.0,,Activités financières et d'assurance,K
483,0121Z,Culture de la vigne,5,1,2.0,1.0,Z,"Agriculture, sylviculture et pêche",A
484,26,"Fabrication de produits informatiques, électroniques et optiques",2,26,,,,Industrie manufacturière,C
485,7912,Activités des voyagistes,4,79,1.0,2.0,,Activités de services administratifs et de soutien,N
486,321,Aquaculture en mer,3,32,1.0,,,Industrie manufacturière,C
487,6499Z,"Autres activ. serv. financiers sf assurance & c. de retraite, nca",5,64,9.0,9.0,Z,Activités financières et d'assurance,K
488,9101,Gestion des bibliothèques et des archives,4,91,0.0,1.0,,"Arts, spectacles et activités récréatives",R
489,8292Z,Activités de conditionnement,5,82,9.0,2.0,Z,Activités de services administratifs et de soutien,N
490,1081,Fabrication de sucre,4,10,8.0,1.0,,Industrie manufacturière,C
491,251,Fabrication d'éléments en métal pour la construction,3,25,1.0,,,Industrie manufacturière,C
492,3091,Fabrication de motocycles,4,30,9.0,1.0,,Industrie manufacturière,C
493,1085Z,Fabrication de plats préparés,5,10,8.0,5.0,Z,Industrie manufacturière,C
494,2592Z,Fabrication d'emballages métalliques légers,5,25,9.0,2.0,Z,Industrie manufacturière,C
495,4662Z,Commerce de gros (commerce interentreprises) de machines-outils,5,46,6.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
496,4741,Comm. détail ordinateurs unités périph. & logiciels (magas. spéc),4,47,4.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
497,51,Extraction de houille,2,51,,,,Transports et entreposage,H
498,4615,"Interm. comm. en meubles, articles de ménage et quincaillerie",4,46,1.0,5.0,,Commerce ; réparation d'automobiles et de motocycles,G
499,5920,Enregistrement sonore et édition musicale,4,59,2.0,0.0,,Information et communication,J
500,5819,Autres activités d'édition,4,58,1.0,9.0,,Information et communication,J
501,2344,Fabrication d'autres produits céramiques à usage technique,4,23,4.0,4.0,,Industrie manufacturière,C
502,4619A,Centrales d'achat non alimentaires,5,46,1.0,9.0,A,Commerce ; réparation d'automobiles et de motocycles,G
503,2572Z,Fabrication de serrures et de ferrures,5,25,7.0,2.0,Z,Industrie manufacturière,C
504,2815,Fabrication d'engrenages et d'organes mécaniques de transmission,4,28,1.0,5.0,,Industrie manufacturière,C
505,6491Z,Crédit-bail,5,64,9.0,1.0,Z,Activités financières et d'assurance,K
506,71,Extraction de minerais de fer,2,71,,,,"Activités spécialisées, scientifiques et techniques",M
507,7830,Autre mise à disposition de ressources humaines,4,78,3.0,0.0,,Activités de services administratifs et de soutien,N
508,230,Récolte prod. forestiers non ligneux poussant à l'état sauvage,3,23,0.0,,,Industrie manufacturière,C
509,3320D,"Instal. éqpts électriq, mat. électro. et optiq. ou aut. matériels",5,33,2.0,0.0,D,Industrie manufacturière,C
510,5320Z,Autres activités de poste et de courrier,5,53,2.0,0.0,Z,Transports et entreposage,H
511,5621,Services des traiteurs,4,56,2.0,1.0,,Hébergement et restauration,I
512,8425Z,Services du feu et de secours,5,84,2.0,5.0,Z,Administration publique,O
513,150,Culture et élevage associés,3,15,0.0,,,Industrie manufacturière,C
514,2319,Fabrication & façonnage autres articles verre yc verre technique,4,23,1.0,9.0,,Industrie manufacturière,C
515,4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,5,46,3.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
516,4677Z,Commerce de gros (commerce interentreprises) de déchets et débris,5,46,7.0,7.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
517,942,Activités des syndicats de salariés,3,94,2.0,,,Autres activités de services,S
518,8891A,Accueil de jeunes enfants,5,88,9.0,1.0,A,Santé humaine et action sociale,Q
519,201,"Fab. prod. chimiq. base, azoté, engrais, plast. & caoutch. synth.",3,20,1.0,,,Industrie manufacturière,C
520,08,Autres industries extractives,2,8,,,,Industries extractives,B
521,16,Activ. soutien à l'agriculture & trt primaire des récoltes,2,16,,,,Industrie manufacturière,C
522,2420,"Fabric. tubes, tuyaux, profilés creux & accessoir. corresp. acier",4,24,2.0,0.0,,Industrie manufacturière,C
523,2731,Fabrication de câbles de fibres optiques,4,27,3.0,1.0,,Industrie manufacturière,C
524,4622,Commerce de gros de fleurs et plantes,4,46,2.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
525,139,Fabrication d'autres textiles,3,13,9.0,,,Industrie manufacturière,C
526,1107A,Industrie des eaux de table,5,11,0.0,7.0,A,Industrie manufacturière,C
527,3320C,Concept. d'ens. & assembl s/site d'éqpts ctrle des processus ind.,5,33,2.0,0.0,C,Industrie manufacturière,C
528,2712,Fabrication de matériel de distribution et de commande électrique,4,27,1.0,2.0,,Industrie manufacturière,C
529,5122Z,Transports spatiaux,5,51,2.0,2.0,Z,Transports et entreposage,H
530,602,Programmation de télévision et télédiffusion,3,60,2.0,,,Information et communication,J
531,4742,Comm. détail matériels télécommunication (magasin spécialisé),4,47,4.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
532,1623Z,Fabrication de charpentes et d'autres menuiseries,5,16,2.0,3.0,Z,Industrie manufacturière,C
533,9900Z,Activités des organisations et organismes extraterritoriaux,5,99,0.0,0.0,Z,Activités extra-territoriales,U
534,2591,Fabrication de fûts et emballages métalliques similaires,4,25,9.0,1.0,,Industrie manufacturière,C
535,4633,"Com. gros produits laitiers, oeufs, huiles & mat. grasses comest.",4,46,3.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
536,8720A,Hébergement social pour handicapés mentaux et malades mentaux,5,87,2.0,0.0,A,Santé humaine et action sociale,Q
537,7410,Activités spécialisées de design,4,74,1.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
538,84,Administration publique et défense ; sécurité sociale obligatoire,2,84,,,,Administration publique,O
539,101,Transform. & conserv. viande & préparation prod. à base de viande,3,10,1.0,,,Industrie manufacturière,C
540,0119Z,Autres cultures non permanentes,5,1,1.0,9.0,Z,"Agriculture, sylviculture et pêche",A
541,130,Reproduction de plantes,3,13,0.0,,,Industrie manufacturière,C
542,4332A,Travaux de menuiserie bois et PVC,5,43,3.0,2.0,A,Construction,F
543,1721C,Fabrication d'emballages en papier,5,17,2.0,1.0,C,Industrie manufacturière,C
544,66,Activités auxiliaires de services financiers et d'assurance,2,66,,,,Activités financières et d'assurance,K
545,6910Z,Activités juridiques,5,69,1.0,0.0,Z,"Activités spécialisées, scientifiques et techniques",M
546,2120Z,Fabrication de préparations pharmaceutiques,5,21,2.0,0.0,Z,Industrie manufacturière,C
547,1013B,Charcuterie,5,10,1.0,3.0,B,Industrie manufacturière,C
548,782,Activités des agences de travail temporaire,3,78,2.0,,,Activités de services administratifs et de soutien,N
549,60,Programmation et diffusion,2,60,,,,Information et communication,J
550,9001Z,Arts du spectacle vivant,5,90,0.0,1.0,Z,"Arts, spectacles et activités récréatives",R
