siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
527537443,603825,12746
527582506,NA,295
527803340,67048,1404
527829378,NA,372
527884787,421340,1428
527903314,NA,303
527985501,35940,201
528043698,NA,NA
528101918,77037,-714
528102767,294906,2470
528108152,NA,1952
528237803,NA,5504
528242829,60484,1892
528281959,1307653,5096
528283211,24500,696
528327224,112827,62
528365604,20903,372
528366206,7481,NA
528428246,1645772,7945
528459621,732840,6565
528625072,250044,-337
528650203,10355,1224
528701543,58789,2372
528702095,11347,140
528792401,94987,14220
528885858,841460,NA
528923832,869476,8989
528947260,NA,71
528974777,455777,100
528976426,312166,4054
528987696,NA,283
528994460,1200791,8248
529047003,NA,751
529056897,NA,NA
529056947,935376,56535
529063620,NA,NA
529065443,62705,377
529092710,NA,NA
529171944,140621,172
529176109,241000,601
529196719,215840,1303
529198103,72606,2504
529217945,47059,1474
529287401,2500,654
529319527,370773,4691
529325284,78146,NA
529338956,160561,1407
529367880,65087,1512
529391336,225114,1209
529412959,185843,2375
529443673,160424,624
529494882,171145,5287
529553943,40432,591
529639411,144769,1860
529639544,147000,5184
529667628,495842,1983
529743577,6906013,121220
529808636,35768,1330
529853376,NA,234
529881864,NA,398
529892366,117593,2580
529949083,23889,689
529990046,389972,3030
530093228,28665,1446
530232594,320175,1738
530336874,116505,533
530508167,354923,NA
530553122,16493,103
530611193,27176,608
530677475,11831,NA
530679083,669486,19032
530833524,360364,1066
530944966,1330790,8769
530962232,520823,352
530976661,123256,541
530993666,NA,NA
531062669,525259,4589
531137594,24299,NA
531143725,131390,2640
531227338,NA,71
531248656,144537,NA
531373520,993658,3308
531415438,7500,588
531468072,9853,374
531485100,174895,872
531546869,653303,3400
531615169,17640,297
531729150,1612686,18567
531748689,4717633,-116195
531821924,NA,3424
531920171,8762263,5159
531964658,246023,1805
531991479,365750,375
532034261,351638,NA
532060761,177907,12055
532127750,297436,5282
532139722,NA,372
532179942,369534,460
532182284,22201,NA
532265154,68431,560
532290392,149667,814
532321916,915864,23649
532408275,NA,1423
532488897,48450,466
532570900,NA,NA
532609971,NA,NA
532610672,NA,71
532613049,NA,71
532790144,3135,NA
532800646,21970,9706
532814563,792685,3847
532980182,172438,1278
533051900,NA,461
533118618,158705,347
533138541,NA,368
533224978,880748,12162
533237079,NA,NA
533262739,954383,1520
533328522,47705,740
533406146,381772,4412
533429981,76800,305
533587903,NA,NA
533603783,528532,2649
533727830,938614,3673
533730792,6000,1008
533778353,68095,10
533805909,983701,641
533858726,42952,71
533871232,NA,635
533920393,223234,NA
534048095,295923,2955
534055249,71504,1236
534281514,46533,161
534379698,30132,317
534393509,751572,12372
534399704,80225,NA
534462346,692032,-61
534501184,116099,2609
534529375,129074,1495
534537055,300000,6998
534540695,209811,71
534662432,183834,1228
534693809,14116,295
534760574,7274,959
534859590,NA,100
534913124,3705,232
534936448,295710,3183
535021554,46357,376
535057053,297977,273
535146922,142649,630
535165013,899439,3571
535239578,27552,348
535270565,162932,9687
535274948,406041,8406
535298186,21000,2565
535299010,262011,3446
535314231,NA,NA
535348270,154322,4023
535393151,566000,1416
535398770,298929,641
537220139,111013,19524
537444457,181854,2568
537499584,90,71
537548398,NA,159
537558355,NA,372
537595480,93942,NA
537640633,438208,372
537668733,50001,631
537673568,355598,6437
537690042,3414,NA
537749343,NA,478
537792442,132,71
537910036,153250,1273
537936106,284,556
538005901,NA,2454
538007956,28350,921
538042003,254914,372
538110842,205654,78
538117359,219308,613
538175985,NA,372
538176082,49935,25327
538199811,123085,150
538207994,188930,12099
538208786,16,877
538282922,112686,724
538350091,NA,NA
538374745,NA,NA
538383464,363818,3478
538487687,169818,174
538571894,1347,241
538620469,267120,2367
538642562,53548,491
538769696,2937,NA
538809278,NA,NA
538830266,1118459,8241
538847260,NA,2244
539027086,27650,690
539162149,102886,NA
539191270,NA,NA
539191312,NA,NA
539202879,167818,NA
539300400,169394,1844
539388553,62005,1251
539463174,266559,3299
539471979,105000,7328
539486951,24000,870
539506840,186290,4897
539527499,348383,955
539556415,153369,NA
539742270,348577,1742
539748400,3219,NA
539759340,NA,NA
539766964,NA,NA
539822692,21194,468
539889030,5943,NA
539984633,393682,1472
539997551,14000,84
542014584,1135249,37287
542021407,7006822,NA
552126310,1102421,29097
552147621,1088384,94931
562007856,340972,1113
562030114,39393320,260334
562056457,51907,11367
562068767,93915,6952
562083766,475336,11382
572048874,6987010,115191
572154904,168853,15424
572163178,3600,308
592020473,2758289,22268
592051726,NA,4474
602917387,14179463,167181
604200816,6964809,NA
632017760,466823,1320
642046668,203142,2967
672020237,631997,9063
682012349,13735294,180775
692008303,NA,553
692024219,226912,1866
692049547,973172,13452
697020931,606364,7471
697320737,223555,4068
702021809,433348,3042
706520525,61273,13012
712057330,599151,14309
718500457,2394525,47005
723620316,12436033,167455
728501164,3826214,42914
729200998,76209487,498137
732043393,886013,29104
732065578,NA,NA
738502558,545624,8309
749878880,139698,1207
749906145,202925,4304
749915500,14695,1430
749923058,NA,NA
750351843,917,NA
750352569,545,2
750386088,254534,1472
750530792,67231,544
750586182,49686,1681
750768517,40499,91
750786741,295576,NA
750797102,111952,938
750843559,254489,1869
750929739,1064699,17951
750949778,176971,12039
751047523,2190,NA
751441502,2517,NA
751684424,NA,76
751746124,532645,3313
751882721,25046,32
752125112,NA,NA
752148114,82592,NA
752496760,NA,14039
752650952,NA,NA
752787473,10993,NA
752993105,13910,NA
753114826,NA,NA
753413244,11500,NA
753461789,NA,NA
753698505,NA,NA
753748888,16980,229
753936020,451326,783
781899521,6163520,78621
784884553,181417,1878
788450922,NA,NA
788468643,NA,NA
816220412,167004,58598
936380062,72843912,NA
968202770,2752388,23634
997927728,5008449,326105
5720651,NA,6535
5980016,2047636,32812
35720036,1249855,99607
36820348,575451,15565
36920643,3063208,22612
37220852,112447,521
55806673,3786451,208569
55808034,172585,2049
57801342,139327,20914
57815839,NA,NA
58807413,24000,660
62802186,160584,10546
66309808,891584,5085
66801655,NA,NA
67800946,NA,1220
70805320,2030660,71827
85581494,415975405,2535145
85780971,2729788,43984
86080702,4985550,200433
87280954,10926,645
300068640,2023610,4277
300094794,3429638,86623
300153608,758823,5597
300218468,17930364,484925
300218815,2614487,51234
300426046,22330483,380739
300609104,1952262,18360
300644838,2102858,23963
300747391,2589685,26931
300817087,129585,2502
301171013,1169288,19396
301222378,4705638,22432
301340873,515064,15252
301420469,65016112,973725
301460861,78255,3922
301546230,355957,8679
302020177,37713888,375476
302021357,815434,9739
302137435,6383983,158593
302304373,4442922,36599
302387261,10320262,277410
302395496,1740629,23423
302454350,301343,7933
302517917,41750075,591604
302565049,3201770,157363
302640453,512190,5283
303159909,6707116,83324
303218291,820438,7827
303291645,1949124,31716
303301691,11859906,215538
303322408,23972847,383833
303679815,393079,9120
304292451,802743,70211
304351778,506431,3427
304429772,4882522,66491
304486897,6765000,189774
304489511,397619,22158
304557861,1907168,11763
304604101,84615,8127
304803851,2460267,16204
304851595,NA,3287
304915119,NA,NA
305118945,4197054,63176
305304479,2926124,27231
305306177,41544,29927
305365462,2443224,111558
305663296,NA,22534
305810624,724661,NA
305821225,16679459,246258
306092669,29935338,447114
306138868,431505,9338
306461666,262346,7998
306461716,423314,5023
306733775,647803,34598
307033969,179374,20749
307047910,822396,72244
307132001,125413653,1731478
307165993,10586773,62615
307277129,6291193,223317
307330902,112528,13996
307772269,3380347,49299
308093269,782581,8828
308338383,57726,8236
308800556,7898,1883
309095396,1218841,20294
309172518,595321,8316
309318566,1356448,19750
309344729,1161661,29914
309382661,74433,398
309467397,7036807,111609
309494953,54905816,NA
309693612,3026402,39346
309931830,1685243,10844
309932580,3892450,37850
309989705,914609,NA
310290663,19457,1459
310455928,82565,19329
310517693,896919,11194
310530068,NA,NA
310552617,226025,53310
310634100,922000,41962
310791579,589652,8308
310792668,363827,1777
311059034,610916,3662
311069082,6279588,73812
311315428,12848,363
311650915,29891744,355829
311702096,NA,3666
311794697,260630,13401
311821920,1283892,12450
311867444,3253332,50501
311945604,15100974,133433
312196371,1605634,23424
312398290,285719,4132
312423619,21750,388
312517147,464484,12905
312577661,203686,6019
312667702,251,-176
312694433,911929,3495
312937352,7878806,113154
313284176,7276496,NA
313387474,42542,850
313400657,708453,15736
313510109,8529209,144106
313549891,NA,803
313671109,466997,12053
313842072,NA,NA
314091927,1978687,28559
314239021,103494,5217
314419466,56573,2768
314974585,324034,3300
314978776,9147,4329
315303214,3069776,54459
315332569,69902926,1052428
315334599,4907299,76649
315652461,4557654,104569
315855932,186726,866
315856807,906390,10644
315985812,1020421,10477
316024439,558270,12203
316112473,9600677,104565
316190172,199826,3364
316388719,9104388,99763
316722578,7500,70
316753102,9988169,29457
317001691,1797690,27207
317007748,60363804,1088353
317052629,288317,3103
317195485,225847,2562
317238061,45630525,1876000
317409423,562392,38289
317469880,1531592,14100
317527364,1735289,17844
317553519,NA,903
317682235,NA,619
317897270,1879302,12731
317925501,6433218,40044
318007663,60867,375
318101078,67060,2272
318187382,NA,2363
318289303,715856,16718
318291838,205311,3288
318357332,953086,14049
318392024,711639,NA
318402625,564067,4454
318557600,1673891,13581
318649381,4178868,160906
318698719,8797214,50680
318843240,NA,12457
318906591,137944117,3088843
318908621,NA,3008
318977014,42572821,496146
319032140,7040925,267389
319116265,816809,12947
319252441,265471822,1699960
319332144,47465,708
319427126,1371789,13460
319448114,536654,2301
319528444,NA,483
319538039,309798,12047
319567426,101040,1270
319673281,169170,1327
319688016,875477,14269
319773172,1181134,30978
319864468,4138138,59968
319922357,937342,3814
320166598,112353,1155
320291164,16210634,358545
320367444,2587216,80060
320495971,397968,6503
320584410,277987,8670
320636723,NA,255
321088718,30418,648
321111999,6873541,102444
321139453,68299,NA
321239451,2629357,31087
321353906,1275085,7738
321435471,29160,2221
321438335,305328,4087
321484248,3254416,36079
321485328,213013,2135
321502049,98376506,8576187
321581456,2108455,42181
321593220,5590507,48659
321640153,63289,693
321760456,8369357,315196
321796245,111695,1358
321818692,348341,3290
321877268,1334756,14896
321935371,802391,7730
322032202,559837,634
322078676,804237,22654
322131830,40123,NA
322202250,1867608,8720
322212150,837751,5969
322396896,24416169,119931
322566092,1111674,9178
322671009,15192322,286010
322697020,56710,1043
322747908,2779387,49030
322982463,712126,5783
322983420,1468464,NA
323098525,38062,21166
323265371,433125,3585
323363440,24646865,265578
323400291,NA,697
323563767,2824866,20279
323565820,580880,4178
323634618,128235,767
323790949,NA,3537
323900795,47845992,764409
323922831,184814,NA
324081439,7876117,NA
324082791,1253435,12471
324126945,20580273,239476
324214857,3351468,131378
324294479,7419174,NA
324478411,3487764,72818
324534015,333874,4537
324815521,2117028,31350
324859883,104970,5107
324862655,4652136,87884
325080612,NA,665
325091429,4364258,66022
325114064,1336124,18928
325192573,765709,16831
325434991,21826,633
325528057,501151,1028
325591451,25671,3455
325697225,95195,1327
325730869,9016799,105580
325794311,156535,8008
325795649,1271056,15318
325820108,71946809,NA
325833580,6106637,61289
325844900,10920482,232109
325850139,15260752,419809
325931970,414246,1739
325932093,NA,70
325933240,3305545,21813
325986941,6146940,221374
326016136,1900642,21973
326135068,762664,23719
326180312,10501258,389746
326331592,552426,8263
326332483,24925310,280930
326447695,385041,11895
326508496,146394,930
326535408,2565484,34932
326537123,396551,3294
326604840,5957780,82888
326638061,1597948,23805
326715893,1210631,6989
326716040,1408700,8054
326717543,54029,1975
326726619,693765,26806
326728243,2729696,39866
326765914,853653,28444
326769981,14834776,161653
326880432,1531558,42068
326923414,20538,595
326955515,4904145,56062
326979770,90965,NA
327058541,1613442,9622
327139093,470790,1868
327150074,458197,2588
327308748,232531,2008
327334595,1955772,11082
327378162,1404631,29245
327446977,NA,147
327468294,2162255,19515
327561254,716018,7504
327641767,51864598,523316
327789640,1072854,8824
327796124,NA,NA
327812913,1992179,46280
327822482,162593,1763
327834917,627679,5151
327893228,NA,6617
327932109,705767,NA
327955290,1116798,5456
327977153,1381463,8614
328170337,2691707,16053
328223615,725767,6010
328223862,2247090,27543
328233176,10272017,259893
328263371,673293,5320
328267042,735597,23972
328277173,14417482,107782
328296652,384237,4880
328340708,398796,3454
328386669,134830394,1920921
328398862,3332700,29011
328401096,405595,5502
328426119,NA,580
328431127,1186957,7984
328480298,640692,4066
328489505,3108574,40086
328526553,5846724,90193
328611876,92504,1023
328612197,401635,1718
328705462,296756,8924
328759352,1066366,22813
328778089,2839681,95262
328801014,2325130,17307
328815246,32664865,259716
328986849,3606681,66919
329020788,2329699,9683
329025365,56971,3026
329073621,155956,32233
329133334,1774881,21571
329152375,25765217,230927
329200216,562987,46584
329277552,44857,1354
329361026,260416,6117
329392898,2988413,23754
329402507,13582153,363036
329627731,197819,1250
329628630,516668,2512
329690226,2315403,18275
329803134,23355,486
329859052,21382,NA
329922785,624371,6323
329991640,51356,679
330066531,130030617,1856485
330147877,1497261,13444
330160391,43167,641
330189150,46860531,628429
330430646,NA,173248
330456039,6421,120
330588351,594596,2530
330589755,227804221,4017614
330597550,NA,831
330598202,52571931,719899
330607664,206692,2534
330687526,651125,9484
330714569,3892261,20766
330730573,NA,31840
330762345,2761197,48237
330939356,20093,2184
331171389,1289888,11063
331193748,3598916,23432
331195552,540749,4103
331279679,482619,5795
331376004,6303649,NA
331396002,11052446,110018
331417964,5545065,70400
331431783,NA,NA
331456012,NA,333
331476671,2746925,10963
331554014,NA,801
331579144,NA,NA
331580613,1528331,12268
331662916,10961,71
331688168,5286975,15123
331804328,NA,178
331832675,71804459,310643
331941088,968739,14236
331941617,1585836,661443
332109750,1070099,12063
332212240,1940088,42990
332346436,298143,7955
332376003,10071255,86934
332403252,498717,2304
332538511,50722,304
332626860,201480,4763
332774371,2301682,9352
332835131,1122880,21582
332910512,1167044,38014
333019180,4485321,24658
333072833,6462995,50230
333161529,1238227,7705
333222321,13878614,70754
333285401,270116,2576
333295350,2068170,4149
333306801,5804948,178430
333352565,12350020,177360
333362960,56223,12281
333363844,736743,60425
333385037,1860703,39760
333392389,NA,379
333433522,1661005,71927
