siren,Total des produits d’exploitation,Total des produits financiers,Total des produits exceptionnels,Autres produits
488644964,132607,NA,NA,5
488670613,407809,NA,NA,NA
488681982,76644,3,NA,3
488682899,970288,902471,5681,1
488725896,391968,1776,NA,17
488795055,267684,NA,NA,11
488883307,NA,NA,NA,NA
488936246,151451,NA,NA,1
489113803,259412,NA,NA,36
489270579,171326,NA,NA,35000
489451880,2453118,NA,1481,432
489677104,1880109,6558,NA,930
489707265,NA,NA,NA,NA
489825158,677254,NA,32756,50
489919829,41603,14,876,3
489972240,56125,NA,NA,NA
489975458,51947,NA,29210,NA
489983528,333800,NA,NA,32
490005303,183367,NA,NA,NA
490335379,58750,NA,NA,NA
490342227,385892,NA,NA,11
490365657,3333914,3,857,1769
490378783,35882,NA,NA,14
490387883,52792,NA,NA,478
490387925,NA,2351,NA,NA
490395928,2593789,5325,1000,3533
490471828,5011,NA,NA,NA
490550779,262193,NA,NA,15
490581535,334322,NA,NA,2312
490586112,535079,NA,15000,NA
490714912,NA,NA,16078,NA
490725900,198865,NA,NA,1019
490843315,118972,NA,NA,NA
490872413,NA,NA,NA,3
490899556,344169,NA,10146,78
490905940,193463,NA,NA,263
490954989,645210,NA,NA,1293
491026480,837920,NA,NA,NA
491039475,501531,NA,NA,7
491073987,NA,NA,NA,NA
491087318,NA,NA,NA,NA
491113767,NA,NA,3589,14001
491140562,NA,24843,60,NA
491163879,31947,NA,NA,NA
491182507,808970,NA,38500,129
491256160,3000,NA,NA,NA
491337168,NA,NA,NA,1
491350104,120971,NA,2,NA
491357984,42308,NA,NA,NA
491380200,344771,487,25660,101007
491684544,1770483,NA,NA,1310
491835088,NA,57803,NA,NA
491983672,297094,NA,NA,13
492060496,2,NA,NA,2
492099163,189126,NA,NA,18
492157359,176374,NA,NA,NA
492478409,32859,27,NA,1
492622352,65151,3,NA,NA
492626536,66673,NA,NA,239
492629571,169800,NA,NA,33
492631981,94502,3,NA,23
492736228,166384,NA,NA,NA
492842810,139014,NA,NA,NA
492855713,NA,NA,10568,33
492920210,419995,NA,NA,1251
492952080,NA,NA,NA,526
492974647,181464,NA,NA,5
493016760,NA,2376,300000,NA
493028062,518772,NA,NA,909
493049936,3960,NA,NA,NA
493154017,321514,NA,NA,10
493197479,NA,NA,NA,3
493198113,11192,NA,NA,7
493227029,NA,NA,NA,NA
493269724,129310,NA,NA,3
493272991,352392,2509,3845,670
493286850,202416,NA,NA,160
493317374,1069167,3492,NA,NA
493360341,70221910,372396,6470,33133
493404511,27769,NA,352200,NA
493430649,NA,546,NA,NA
493447585,NA,7060,NA,291
493461305,NA,NA,NA,NA
493482756,9307261,11817,539121,NA
493485205,209144,NA,NA,7222
493540090,1104096,NA,NA,472
493542880,2418741,NA,NA,4190
493552426,66378,68622,NA,888
493619902,2200424,299,NA,NA
493764898,111097,NA,NA,6
493798573,NA,NA,NA,3
493819759,61256,NA,NA,NA
493825178,197367,NA,NA,286
493861017,227532,NA,18636,7
493911051,635494,NA,4194,NA
493954549,95792,NA,1011,1
494095136,278415,NA,NA,11
494185325,336852,NA,723,57
494243116,86196,100000,NA,3
494252273,82269,NA,NA,NA
494368814,1582551,NA,NA,NA
494850829,618906,NA,NA,2
494979925,40501,NA,NA,80
495107898,165161,NA,NA,1
495122756,NA,NA,NA,NA
495375115,94996,NA,NA,9
497528810,141590,21,461,107
497645903,NA,NA,NA,1324
497684365,NA,1297,NA,NA
497714535,1096203,NA,17017,88
497752535,368643,NA,10411,48
498063437,819539,38,104,3
498137702,174628,3,NA,NA
498208644,619749,NA,NA,1165
498233618,2639240,NA,164,NA
498243534,53995,NA,NA,20
498250513,546000,NA,NA,NA
498364884,92339,3,NA,2
498368307,1128800,30647,2979,42867
498396647,11884,7,185000,27
498519941,183155,NA,NA,NA
498664267,494494,NA,975,NA
498859073,183083,NA,NA,3
498865112,138060,NA,NA,NA
498945070,285175,17,547,6
499095578,612102,NA,NA,156
499104206,7665,NA,NA,NA
499106144,230251,1575,8725,276
499155497,307273,1062,NA,619
499494821,117053,NA,NA,1
499518835,517595,11213,4170,2
499558807,244726,NA,NA,12
499748291,1317056,NA,NA,433
499795227,68950,171,6425,13
499924181,124764,NA,NA,1
500004213,NA,NA,4183,185
500009626,348456,480,NA,20
500031919,NA,3332,47,NA
500034228,1251712,NA,2575,14
500101951,5860681,NA,205,1087
500122296,207117,NA,NA,NA
500124763,NA,13,NA,NA
500175633,10,NA,NA,10
500228168,23336,NA,3014,NA
500239231,386767,NA,5325,2
500246863,1628775,NA,NA,45
500343280,2289657,7464,NA,9
500440946,331247,NA,NA,119
500511589,826792,NA,NA,4
500527924,NA,NA,NA,NA
500528278,37214,NA,NA,NA
500552096,697391,NA,22322,17
500578364,186464,NA,NA,5
500664149,90895,NA,1279,1
500673546,NA,NA,NA,1
500859814,489350,NA,NA,NA
500892153,359673,NA,361,610
501066609,213765,NA,NA,15049
501070486,372303,NA,NA,606
501193536,3625,130557,NA,3625
501217921,604941,171,NA,9
501236004,NA,NA,NA,20
501270433,107664,NA,NA,2
501322705,319865,NA,25406,7
501323786,2919778,66,NA,13479
501372726,637425,NA,1853,94
501420293,NA,NA,NA,NA
501560072,119770,NA,NA,24
501599336,3475602,NA,NA,66730
501672786,NA,NA,NA,NA
501695464,366362,NA,4864,NA
501695555,82905,8,7500,NA
501695795,NA,NA,NA,NA
501696082,283471,NA,NA,NA
501700843,449378,35,485,NA
501701056,2458178,NA,NA,NA
501701098,2404239,NA,NA,NA
501701189,NA,71,841,NA
501701445,1999094,58,NA,NA
501701544,8079,3,NA,NA
501701593,404875,8,NA,NA
501759021,400172,1013,NA,1149
501792527,50894,2445,NA,NA
501897177,127921,NA,NA,4
501943799,435608,NA,4103,895
501994941,539626,50,NA,8
502083652,32778,NA,NA,NA
502132400,36140,100,NA,NA
502223498,1991581,NA,NA,5
502257769,584848,1001,NA,3
502413586,142900,NA,84,15
502443070,NA,6,NA,NA
502494396,1124927,NA,NA,3137
502543481,NA,NA,986,8
502549843,5150,NA,NA,NA
502575715,902614,3407,NA,88
502611114,359,NA,NA,1
502698186,679967,NA,NA,NA
502742216,424141,NA,1082,4310
502825508,95001,203518,4923,1
502884943,138683,NA,NA,NA
502900996,1195001,NA,2670,1
502942915,108798,NA,5437,NA
502952583,356840,NA,249,259
502972284,72409,158,NA,1
502980725,585011,NA,NA,1
503041089,NA,NA,3672,2437
503176885,71700,NA,NA,NA
503288128,176737,NA,NA,2174
503317893,100753,NA,1316,15763
503319477,239933,NA,NA,5133
503324410,NA,NA,NA,9
503340853,18000,NA,NA,NA
503401242,137774,NA,NA,NA
503407769,721476,14,134801,NA
503495426,890943,69000,3259,138
503603698,523986,NA,NA,403
503618498,93056,NA,NA,NA
503626251,14620536,NA,NA,194
503683443,1265,NA,NA,NA
503744179,531266,NA,NA,195
503847170,455430,92,NA,1187
503991200,NA,NA,NA,NA
504058454,257726,NA,NA,8
504058579,110801,NA,NA,NA
504260134,45585,NA,NA,NA
504298431,5666,NA,NA,6
504299058,189334,NA,NA,486
504316530,55824,NA,NA,824
504398629,245777,NA,NA,1
504425380,111197,NA,40175,NA
504429499,361500,205617,10000,NA
504461013,1800580,NA,NA,1
504583253,1049852,577,5490,NA
504585886,197558,NA,NA,415
504919002,93900,NA,NA,NA
504941741,36373,NA,NA,1295
505124305,553662,NA,17777,96
505127688,308066,8,NA,1
505134015,2300,NA,NA,NA
505299131,NA,NA,NA,NA
505389270,41843,1,1337,54
505392035,441950,185097,NA,NA
507512226,247496,NA,41,36
507525764,NA,NA,NA,8411
507588234,47872,NA,NA,NA
507604809,267200,NA,NA,NA
507611465,121460,NA,30490,3
507615441,NA,430,293,121
507628774,621799,NA,5641,NA
507726909,583515,NA,NA,26
507771483,7207183,326,20359,3080
507780351,39957,402,NA,3
507833887,NA,NA,NA,1764
508042975,NA,NA,NA,NA
508158862,234259,4582,62629,NA
508197902,NA,62,52542,1
508231487,75450,238,4086,11
508488566,93925,NA,17266,2
508517158,3358995,495,21017,578
508589298,57588,30015,NA,NA
508609039,13750,NA,NA,NA
508687936,130574,NA,NA,6
508789716,68165,NA,NA,14
508900420,353666,NA,2437,NA
509020822,206545,NA,NA,NA
509062295,NA,NA,NA,NA
509112520,NA,NA,NA,NA
509114740,NA,200000,891,NA
509140075,NA,NA,NA,NA
509207387,2849057,NA,NA,NA
509263117,415319,NA,NA,21
509289203,622638,4115,NA,3
509299038,212785,NA,NA,16
509434114,131052,NA,NA,36
509529848,112993,NA,NA,NA
509529939,NA,1612,NA,NA
509530549,1133532,NA,404283,NA
509530770,NA,118,NA,NA
509531224,2002562,NA,NA,NA
509531273,1382055,491,5192,526
509531315,347693,1347,NA,NA
509531323,1631645,779,NA,NA
509531398,120365,NA,NA,NA
509531430,NA,NA,NA,NA
509531471,NA,NA,NA,NA
509540217,2313752,NA,19427,NA
509540241,NA,NA,NA,NA
509540423,NA,NA,NA,NA
509540472,2147755,NA,NA,NA
509541470,NA,NA,NA,NA
509541512,2783334,NA,50408,1910
509541538,2411054,NA,5313,1816
509566899,293360,NA,NA,2
509573317,514098,NA,NA,27
509626495,23346,3,NA,NA
509750469,102035,NA,NA,NA
509898540,10853,NA,NA,479
509964482,798256,NA,1700,354
510003973,53554,4,NA,1
510188147,412110,NA,25000,42
510223969,NA,NA,NA,93
510297641,NA,NA,1200,NA
510305121,194956,NA,NA,76
510340029,NA,1011,9226,15
510400955,15602,NA,NA,2
510468119,110042,NA,NA,542
510507213,189369,NA,NA,8
510529985,NA,11617,1544,NA
510553191,106300,NA,NA,46
510819329,NA,NA,NA,NA
510827462,10,NA,NA,10
510891377,217554,NA,373,NA
510907892,87241,NA,324,NA
510975865,NA,10398,NA,NA
511042343,NA,NA,NA,94
511139925,24029,NA,NA,1
511186728,72003,NA,NA,3
511380420,28244,689,NA,NA
511469017,NA,7,NA,2
511574683,117615,NA,NA,292025
511578460,616172,NA,NA,102
511648412,NA,524,NA,NA
511813479,45084,12,NA,39
511836207,10419,NA,NA,NA
511872582,241050,1,NA,10
512056581,NA,NA,NA,NA
512059577,89880,NA,NA,NA
512065723,739053,NA,3344,3485
512132671,86700,NA,NA,NA
512140831,330716,259,NA,1
512172040,606223,1598,NA,2740
512195744,NA,NA,NA,NA
512234733,360420,349,NA,828
512239104,20066,NA,NA,NA
512307703,1179114,NA,NA,1
512345828,25200,NA,NA,NA
512393745,40818,NA,NA,17
512427824,69066,NA,NA,NA
512430323,33905,NA,NA,2
512448705,618870,NA,2823,62
512508060,877674,NA,361,1
512552233,58941,NA,7000,10
512562539,98347,NA,NA,NA
512801432,NA,52,NA,632
512870130,34825,NA,NA,1
513138024,NA,NA,NA,1
513186775,84000,321226,NA,NA
513194365,703551,3682,4874,18
513252551,203792,1,NA,8
513283960,NA,NA,NA,681
513295568,470889,NA,70000,26
513300640,323681,20000,NA,NA
513370411,21491,NA,NA,10
513387852,84376,NA,NA,1
513397950,NA,NA,NA,30
513477547,253244,NA,NA,NA
513560201,9250,NA,NA,NA
513567743,746439,NA,60000,103
513647743,1733396,NA,NA,NA
513688903,288471,NA,NA,44
513707463,1788960,NA,NA,8
513724963,55362,NA,51,2
513732867,2082004,57,NA,179
513735381,326576,NA,NA,NA
513782946,NA,NA,NA,NA
513797076,8804273,8651,308203,1126
513801589,2627,3887,NA,NA
513975813,205639,NA,NA,299
514157502,2766949,162,20981,2168
514159938,173441,NA,NA,16
514182351,NA,NA,299,NA
514331214,37189,NA,NA,NA
514435734,NA,103591,NA,NA
514582196,189798,NA,31100,90
514673805,52972,NA,NA,NA
514716307,NA,NA,NA,NA
514867928,NA,1238,NA,NA
514938208,NA,NA,NA,NA
514960053,NA,NA,NA,NA
515126209,NA,280,NA,1334
515203826,163341,NA,NA,599
515231132,105189,NA,NA,NA
515381697,NA,NA,77988,NA
517397683,403693,NA,NA,3
517437893,252215,NA,2373,8
517490314,1410853,NA,NA,84
517619243,498483,4,NA,41
517658910,378134,2,NA,NA
517760120,93444,NA,NA,NA
517773750,194991,NA,NA,4
517871893,312180,NA,2822,359
517890216,250524,NA,NA,1257
518030960,340737,NA,NA,NA
518069315,502992,NA,1372,1537
518077474,4486992,3,4277,NA
518107123,NA,NA,NA,NA
518115753,225125,NA,NA,NA
518151790,260914,NA,3453,NA
518165667,472665,NA,6324,NA
518283528,41584,NA,NA,1
518286786,NA,NA,NA,NA
518312434,736814,982,NA,46
518323829,48159,NA,NA,NA
518599436,33381,NA,NA,62
518602032,NA,777024,NA,NA
518656160,64388,NA,NA,NA
518738521,NA,3282,NA,NA
518858949,307592,NA,48,2
518859178,293855,38,NA,2297
518982475,209024,413,NA,15
518990718,1828295,NA,NA,1
519004253,858467,75,3677,33
519022826,12124,NA,34,NA
519022917,39628,NA,NA,NA
519022966,NA,113,NA,NA
519127732,24000,NA,NA,NA
519143275,NA,5835,50000,NA
519144059,98577,NA,433,NA
519157424,NA,NA,NA,NA
519283857,364601,NA,NA,44911
519342166,NA,NA,NA,NA
519379051,197155,NA,NA,NA
519391882,726399,19,NA,NA
519424360,1274033,NA,NA,2188
519433023,395056,NA,NA,NA
519523625,1815312,1209,3077,1463
519534051,506806,20,10717,NA
519662159,26951,NA,NA,NA
519715593,150010,NA,NA,12
519730204,85510,NA,NA,31
519828255,110377,NA,219945,12
520021312,103401,NA,1115,NA
520035452,967583,801,NA,7
520043332,761623,NA,481,13
520097528,157995,NA,NA,NA
520219247,592780,387,24245,3168
520222522,NA,NA,NA,NA
520320607,1,NA,NA,1
520423088,71602,NA,NA,NA
520514456,208087,NA,NA,NA
520598657,12029,NA,NA,360
520649898,237621,1087,NA,61
520685348,42341,NA,NA,1
520871567,329347,NA,NA,3
520971136,NA,NA,NA,NA
521000547,454417,NA,NA,9
521333096,20869,NA,NA,2
521347989,175702,NA,NA,2
521358804,NA,NA,NA,NA
521432906,NA,NA,NA,NA
521547273,342297,NA,5225,88
521647933,829998,1739,NA,3
521701292,92261,NA,NA,2
521708172,962254,1545,173,NA
521896761,530479,NA,861,NA
521896886,199531,NA,NA,NA
522082742,135721,NA,NA,160
522192236,968122,NA,NA,50
522214865,46373,NA,500000,2
522230481,NA,NA,NA,293
522286921,270046,197,NA,62
522461151,330776,NA,NA,2
522517168,309821,NA,NA,1
522604404,529800,NA,53000,106
522696632,757695,NA,NA,42
522723287,172296,NA,NA,NA
522761139,2250930,1828,NA,315
522815935,146665,NA,NA,65
522825702,464,1082,NA,2
522858737,NA,NA,NA,NA
522969963,1030543,NA,NA,10
523072254,60566,8,NA,3
523072528,582147,720,NA,NA
523257137,58750,313,NA,1
523411866,NA,5,NA,154
523420875,370982,NA,1317,70
523431443,2054,NA,NA,NA
523436020,154270,NA,NA,9
523614410,609590,2464,NA,2602
523647006,110580,NA,NA,8
523688893,54981,NA,NA,NA
523726867,50200,NA,NA,NA
523808335,820922,NA,94,NA
523809598,62997,1,NA,1
523816627,536197,62,NA,NA
523845188,NA,NA,NA,NA
523846574,NA,332538,NA,NA
523862084,15000,NA,951,NA
524029444,658698,70,NA,97
524038106,577986,NA,NA,12
524111309,164,NA,NA,164
524157872,39330,NA,684,3
524202421,48001,8,NA,1
524232154,3778836,3993,17658,8
524304557,11803,NA,NA,NA
524315033,11395,NA,NA,144
524584810,48510,12,NA,NA
524607868,NA,NA,NA,NA
524668324,172815,NA,NA,1
524713385,184360,NA,NA,NA
524735503,NA,NA,NA,NA
524764883,1600,NA,NA,1600
524823630,4032888,NA,NA,866
524960796,588453,NA,127,NA
525004412,706634,2940,NA,2
525136180,NA,NA,NA,40
525181681,91156,NA,NA,NA
525232583,77674,NA,NA,1
525268975,281028,NA,NA,4
525316584,NA,100000,NA,NA
525318549,556343,NA,NA,122
527537443,607150,4932,NA,3325
527582506,NA,NA,NA,NA
527803340,67048,NA,553,NA
527829378,NA,620,NA,NA
527884787,422459,NA,NA,1
527903314,NA,4532,NA,NA
527985501,35940,NA,2500,NA
528043698,NA,NA,NA,NA
528101918,77037,357149,NA,NA
528102767,345863,NA,8377,316
528108152,NA,NA,NA,NA
528237803,NA,575258,NA,NA
528242829,60826,NA,NA,2
528281959,NA,414,NA,86
528283211,24500,NA,NA,NA
528327224,113596,NA,NA,768
528365604,20968,NA,NA,65
528366206,7481,NA,NA,NA
528428246,1667036,5166,NA,4987
528459621,734608,3914,NA,30
528625072,250044,NA,NA,NA
528650203,14854,NA,3090,499
528701543,58793,NA,NA,3
528702095,11544,NA,-145,197
528792401,94987,75315,NA,1
528885858,841460,NA,NA,NA
528923832,879821,NA,NA,6
528947260,NA,25,NA,NA
528974777,457527,NA,NA,1750
528976426,312531,NA,NA,364
528987696,NA,15751,NA,NA
528994460,1206702,NA,NA,18
529047003,NA,NA,NA,NA
529056897,NA,NA,NA,NA
529056947,969835,965,9718,969
529063620,NA,NA,NA,NA
529065443,62705,NA,NA,1
529092710,NA,NA,NA,NA
529171944,140621,NA,NA,NA
529176109,241000,NA,NA,NA
529196719,218602,1203,NA,5
529198103,72606,NA,NA,NA
529217945,61559,NA,NA,NA
529287401,2500,NA,NA,NA
529319527,391123,NA,NA,350
529325284,86946,NA,NA,NA
529338956,NA,NA,NA,31
529367880,90073,NA,40000,33
529391336,225116,NA,NA,2
529412959,185845,NA,NA,2
529443673,162040,NA,NA,31
529494882,171145,NA,NA,NA
529553943,40431,NA,NA,NA
529639411,144771,NA,840,2
529639544,147001,NA,NA,1
529667628,NA,NA,268658,NA
529743577,7081076,NA,NA,1
529808636,41418,NA,400,NA
529853376,NA,NA,NA,NA
529881864,NA,NA,NA,NA
529892366,NA,NA,NA,17
529949083,23892,NA,NA,3
529990046,390078,NA,NA,107
530093228,28666,19,NA,1
530232594,321300,NA,NA,NA
530336874,124915,NA,NA,8015
530508167,355077,NA,NA,154
530553122,16493,NA,NA,NA
530611193,27177,NA,NA,NA
530677475,NA,NA,NA,NA
530679083,669508,6665,NA,22
530833524,371836,NA,NA,1
530944966,1330797,NA,NA,6
530962232,520823,NA,NA,NA
530976661,123256,NA,NA,NA
530993666,NA,NA,NA,NA
531062669,525260,NA,NA,1
531137594,24299,NA,NA,NA
531143725,131395,NA,NA,5
531227338,NA,11526,NA,NA
531248656,NA,NA,NA,NA
531373520,996558,NA,NA,2900
531415438,7501,NA,NA,1
531468072,9853,NA,NA,NA
531485100,174896,NA,NA,NA
531546869,665538,NA,NA,7
531615169,17640,NA,NA,NA
531729150,1685850,NA,NA,8
531748689,NA,NA,NA,NA
531821924,24141,NA,NA,NA
531920171,8762263,NA,NA,NA
531964658,246077,NA,NA,17
531991479,898719,NA,NA,439
532034261,356884,NA,NA,90
532060761,177909,NA,NA,1
532127750,300834,NA,114,NA
532139722,NA,NA,NA,NA
532179942,373898,56,968,717
532182284,22202,NA,NA,1
532265154,64432,NA,NA,1
532290392,149670,67,NA,3
532321916,932129,7355094,1,15066
532408275,12065,NA,NA,1
532488897,48451,NA,NA,1
532570900,NA,840841,NA,NA
532609971,NA,840841,NA,NA
532610672,NA,840840,NA,NA
532613049,NA,840840,NA,NA
532790144,3135,NA,NA,1
532800646,21970,NA,NA,NA
532814563,792688,NA,NA,2
532980182,172441,NA,NA,3
533051900,NA,8951,NA,NA
533118618,158704,NA,64,NA
533138541,NA,NA,3212,NA
533224978,882686,NA,18149,68
533237079,NA,NA,NA,NA
533262739,954888,2090,NA,504
533328522,47715,NA,NA,10
533406146,381777,NA,NA,5
533429981,76800,NA,NA,NA
533587903,NA,NA,NA,NA
533603783,528557,7,NA,25
533727830,939866,1,NA,4
533730792,6006,40035,3015,6
533778353,68096,NA,NA,1
533805909,983705,504,NA,4
533858726,209157,NA,NA,NA
533871232,NA,NA,NA,NA
533920393,223405,174,NA,171
534048095,295926,NA,NA,3
534055249,71506,NA,NA,1
534281514,63021,NA,NA,NA
534379698,30132,NA,NA,NA
534393509,827256,NA,NA,28
534399704,80228,NA,NA,2
534462346,693574,4546,674,1
534501184,126700,NA,NA,5
534529375,129424,NA,NA,NA
534537055,300000,NA,NA,NA
534540695,209811,NA,NA,NA
534662432,183834,NA,NA,NA
534693809,64756,NA,NA,3
534760574,7275,NA,5000,NA
534859590,NA,16464,2,NA
534913124,3705,NA,NA,NA
534936448,295725,NA,NA,14
535021554,48057,NA,NA,101
535057053,NA,NA,NA,225
535146922,142649,NA,NA,NA
535165013,899443,NA,NA,4
535239578,NA,NA,NA,NA
535270565,163488,NA,NA,556
535274948,406232,6568,NA,190
535298186,21000,NA,NA,NA
535299010,262131,NA,NA,120
535314231,NA,NA,NA,NA
535348270,154322,NA,NA,NA
535393151,567327,356,NA,52
535398770,298929,NA,NA,NA
537220139,111013,NA,NA,1
537444457,181857,NA,NA,3
537499584,94,NA,NA,4
537548398,NA,NA,NA,NA
537558355,NA,53286,NA,NA
537595480,93965,NA,NA,24
537640633,438251,25,NA,42
537668733,50001,NA,2,NA
537673568,355602,NA,NA,4
537690042,3414,NA,NA,NA
537749343,NA,NA,NA,NA
537792442,132,NA,NA,NA
537910036,153252,NA,784,2
537936106,NA,NA,NA,NA
538005901,NA,61200,NA,NA
538007956,28350,NA,NA,NA
538042003,261642,NA,NA,1
538110842,206902,NA,NA,NA
538117359,219308,NA,NA,NA
538175985,NA,643,NA,NA
538176082,49935,425,NA,NA
538199811,123085,NA,NA,NA
538207994,188937,NA,NA,7
538208786,71879,NA,NA,5
538282922,112690,21,NA,4
538350091,NA,NA,NA,NA
538374745,NA,NA,NA,NA
538383464,363818,NA,NA,NA
538487687,174063,NA,NA,NA
538571894,1347,NA,NA,NA
538620469,364217,NA,NA,NA
538642562,53548,NA,8,NA
538769696,2937,NA,NA,NA
538809278,NA,NA,NA,NA
538830266,1124610,NA,NA,9
538847260,NA,NA,NA,NA
539027086,28219,NA,NA,569
539162149,NA,NA,NA,2
539191270,NA,NA,NA,NA
539191312,NA,NA,NA,NA
539202879,170106,NA,NA,-7
539300400,NA,NA,NA,1
539388553,62005,NA,NA,NA
539463174,270718,NA,634,NA
539471979,105000,NA,NA,NA
539486951,24000,NA,NA,NA
539506840,186290,NA,NA,NA
539527499,348388,NA,24464,5
539556415,157584,NA,NA,22
539742270,356378,NA,NA,1
539748400,3219,NA,NA,NA
539759340,NA,NA,NA,NA
539766964,NA,NA,NA,NA
539822692,21194,NA,NA,NA
539889030,5943,NA,7300,NA
539984633,449982,NA,NA,NA
539997551,14001,10,NA,1
542014584,1134731,NA,NA,152
542021407,7140728,NA,NA,128533
552126310,NA,121,1771,525
552147621,1268355,NA,2404,5
562007856,340976,NA,3519,4
562030114,39729399,NA,103,949
562056457,63139,38,3804,NA
562068767,111780,NA,NA,4
562083766,518989,NA,39235,NA
572048874,6636323,NA,371553,2
572154904,172388,NA,NA,NA
572163178,4061,NA,NA,NA
592020473,2761201,12316,12000,133
592051726,817473,663,NA,NA
602917387,14255719,410172,508718,1884
604200816,7234022,5258,7069,1386
632017760,467156,8050,1082,250
642046668,212915,3048,NA,1361
672020237,639220,12,7809,NA
682012349,NA,NA,NA,NA
692008303,2251,NA,NA,2251
692024219,230282,NA,NA,NA
692049547,1053644,NA,NA,13680
697020931,NA,147265,2087,11
697320737,225380,NA,NA,260
702021809,393061,NA,502,55
706520525,100943,NA,NA,2049
712057330,599156,NA,1249,5
718500457,2410822,NA,NA,511
723620316,NA,14514,396509,925
728501164,3881503,NA,2717,23
729200998,117570623,NA,5448,466923
732043393,942558,542283,106,52584
732065578,NA,11767,NA,NA
738502558,546157,1202,795,263
749878880,139699,NA,NA,NA
749906145,202925,NA,NA,NA
749915500,14695,NA,NA,NA
749923058,NA,NA,NA,NA
750351843,917,NA,NA,NA
750352569,545,NA,NA,NA
750386088,254660,NA,NA,127
750530792,67925,23,NA,1
750586182,49694,NA,NA,8
750768517,40505,NA,NA,6
750786741,295589,NA,NA,13
750797102,111953,NA,2140,NA
750843559,256841,NA,NA,NA
750929739,1072672,NA,NA,2
750949778,176972,265,NA,1
751047523,2281,17,NA,91
751441502,2517,NA,NA,NA
751684424,NA,NA,NA,NA
751746124,532645,NA,2,NA
751882721,48588,NA,NA,2
752125112,NA,NA,NA,NA
752148114,82592,NA,NA,NA
752496760,NA,NA,3,NA
752650952,NA,NA,NA,NA
752787473,10993,NA,NA,NA
752993105,13910,NA,NA,NA
753114826,6355,NA,NA,NA
753413244,14697,NA,NA,NA
753461789,NA,NA,NA,NA
753698505,NA,NA,NA,NA
753748888,16980,NA,NA,NA
753936020,451326,NA,NA,NA
781899521,6165551,26,1478,80
784884553,181837,NA,NA,NA
788450922,NA,NA,NA,NA
788468643,NA,NA,NA,NA
816220412,167004,NA,NA,NA
936380062,74616440,NA,196013,33693
968202770,2750284,4315,NA,57
997927728,5078095,33076,683560,20
